"Database Name","Species","Authority","Habitat","Organism Type","Common Name","Description","IUIS Name","Accession","Length","Link","Route of allergen exposure","Group1","Allergenecity","Gene ID","Biochemical Name","MW(SDS-PAGE)","Source"
"Compare ","Dermatophagoides farinae","Hughes","Terristorial","Animal","House dust mite","Der f 1 allergen precursor [Dermatophagoides farinae]","IUIS Name not found","ABA39436.1","276","http://db.comparedatabase.org/allergens/view/ABA39436.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides farinae","Hughes","Terristorial","Animal","House dust mite","Der f 2 allergen precursor [Dermatophagoides farinae]","IUIS Name not found","ABA39438.1","129","http://db.comparedatabase.org/allergens/view/ABA39438.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides farinae","Hughes","Terristorial","Animal","House dust mite","paramyosin","Der f 11","AAK39511.1","692","http://db.comparedatabase.org/allergens/view/AAK39511.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides farinae","Hughes","Terristorial","Animal","House dust mite","Major mite fecal allergen Der f 1 precursor (Der f I)","IUIS Name not found","P16311.2","321","http://db.comparedatabase.org/allergens/view/P16311.2","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides farinae","Hughes","Terristorial","Animal","House dust mite","major Der f 2 isoform [Dermatophagoides farinae]","IUIS Name not found","AAL47677.1","129","http://db.comparedatabase.org/allergens/view/AAL47677.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides farinae","Hughes","Terristorial","Animal","House dust mite","gelsolin-like allergen Der f 16 [Dermatophagoides farinae]","IUIS Name not found","AAM64112.1","480","http://db.comparedatabase.org/allergens/view/AAM64112.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides farinae","Hughes","Terristorial","Animal","House dust mite","Der f 3 mite allergen","IUIS Name not found","AAA99805.1","232","http://db.comparedatabase.org/allergens/view/AAA99805.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides farinae","Hughes","Terristorial","Animal","House dust mite","mite allergen Der f 2 [Dermatophagoides farinae]","IUIS Name not found","CAI05848.1","146","http://db.comparedatabase.org/allergens/view/CAI05848.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides farinae","Hughes","Terristorial","Animal","House dust mite","Der f 2 [Dermatophagoides farinae]","IUIS Name not found","CAI05849.1","146","http://db.comparedatabase.org/allergens/view/CAI05849.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides farinae","Hughes","Terristorial","Animal","House dust mite","mite allergen Der f 2 [Dermatophagoides farinae]","IUIS Name not found","CAI05850.1","146","http://db.comparedatabase.org/allergens/view/CAI05850.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides farinae","Hughes","Terristorial","Animal","House dust mite","tropomyosin","Der f 10","BAA04557.1","299","http://db.comparedatabase.org/allergens/view/BAA04557.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides farinae","Hughes","Terristorial","Animal","House dust mite","chitinase","Der f 15","AAD52672.1","555","http://db.comparedatabase.org/allergens/view/AAD52672.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides farinae","Hughes","Terristorial","Animal","House dust mite","mite allergen Der f II precursor [Dermatophagoides farinae]","IUIS Name not found","BAA01240.1","146","http://db.comparedatabase.org/allergens/view/BAA01240.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides farinae","Hughes","Terristorial","Animal","House dust mite","mite allergen Der f II precursor [Dermatophagoides farinae]","IUIS Name not found","BAA01241.1","138","http://db.comparedatabase.org/allergens/view/BAA01241.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides farinae","Hughes","Terristorial","Animal","House dust mite","Der f 1 allergen preproenzyme [Dermatophagoides farinae]","IUIS Name not found","BAC53948.1","321","http://db.comparedatabase.org/allergens/view/BAC53948.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides farinae","Hughes","Terristorial","Animal","House dust mite","60 kDa allergen Der f 18p [Dermatophagoides farinae]","IUIS Name not found","AAM19082.1","462","http://db.comparedatabase.org/allergens/view/AAM19082.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides microceras","Griffiths & Cunnington","Terristorial","Animal","House dust mite","Major mite fecal allergen Der m 1 (Der m I)","IUIS Name not found","P16312.1","30","http://db.comparedatabase.org/allergens/view/P16312.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","European house dust mite","Allergen Der p 33.0101; alpha-tubulin","IUIS Name not found","QAT18644.1","396","http://db.comparedatabase.org/allergens/view/QAT18644.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","European house dust mite","Allergen Der p 32.0101; inorganic pyrophosphatase","IUIS Name not found","QAT18643.1","391","http://db.comparedatabase.org/allergens/view/QAT18643.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","European house dust mite","Allergen Der p 28.0101; heat-shock protein 70","IUIS Name not found","QAT18639.1","655","http://db.comparedatabase.org/allergens/view/QAT18639.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","European house dust mite","Allergen Der p 26.0101; myosin light chain","IUIS Name not found","QAT18638.1","121","http://db.comparedatabase.org/allergens/view/QAT18638.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","European house dust mite","Allergen Der p 25.0101; triosephosphate isomerase","IUIS Name not found","QAT18637.1","247","http://db.comparedatabase.org/allergens/view/QAT18637.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","European House Dust Mite","Putative Der p 23","IUIS Name not found","COMPARE009","90","http://db.comparedatabase.org/allergens/view/COMPARE009","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","European House Dust Mite","Der p 36","IUIS Name not found","ATI08932.1","227","http://db.comparedatabase.org/allergens/view/ATI08932.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House Dust Mites","Chain A, Crystal Structure Of The Dust Mite Allergen Der P 23 From Dermatophagoides Pteronyssinus.","IUIS Name not found","4ZCE_A","50","http://db.comparedatabase.org/allergens/view/4ZCE_A","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","ubiquinol-cytochrome c reductase binding protein (UQCRB)","Der p 24","ALA65345.1","118","http://db.comparedatabase.org/allergens/view/ALA65345.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Der p 1 allergen precursor, partial [Dermatophagoides pteronyssinus]","IUIS Name not found","ABA39435.1","302","http://db.comparedatabase.org/allergens/view/ABA39435.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","unknown","Der p 5","CAA35692.1","148","http://db.comparedatabase.org/allergens/view/CAA35692.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","peritrophin","Der p 23","ACB46292.1","90","http://db.comparedatabase.org/allergens/view/ACB46292.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Der p 1 variant, partial [Dermatophagoides pteronyssinus]","IUIS Name not found","AFJ68065.1","304","http://db.comparedatabase.org/allergens/view/AFJ68065.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Der p 2 variant 1, partial [Dermatophagoides pteronyssinus]","IUIS Name not found","AFJ68067.1","129","http://db.comparedatabase.org/allergens/view/AFJ68067.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Der p 2 variant 4, partial [Dermatophagoides pteronyssinus]","IUIS Name not found","AFJ68070.1","129","http://db.comparedatabase.org/allergens/view/AFJ68070.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Der p 1 allergen preproenzyme [Dermatophagoides pteronyssinus]","IUIS Name not found","AAB60215.1","320","http://db.comparedatabase.org/allergens/view/AAB60215.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Der p 13 allergen [Dermatophagoides pteronyssinus]","IUIS Name not found","ADK92390.1","131","http://db.comparedatabase.org/allergens/view/ADK92390.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Der p 2 allergen precursor [Dermatophagoides pteronyssinus]","IUIS Name not found","CAQ68249.1","129","http://db.comparedatabase.org/allergens/view/CAQ68249.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Der p 1 allergen precursor [Dermatophagoides pteronyssinus]","IUIS Name not found","CAQ68250.1","302","http://db.comparedatabase.org/allergens/view/CAQ68250.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","major house dust allergen [Dermatophagoides pteronyssinus]","IUIS Name not found","AAA28296.1","96","http://db.comparedatabase.org/allergens/view/AAA28296.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Der p 20 allergen [Dermatophagoides pteronyssinus]","IUIS Name not found","ACD50950.1","356","http://db.comparedatabase.org/allergens/view/ACD50950.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Der p 1 allergen precursor [Dermatophagoides pteronyssinus]","IUIS Name not found","ACG58378.1","320","http://db.comparedatabase.org/allergens/view/ACG58378.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","tropomyosin [Dermatophagoides pteronyssinus]","IUIS Name not found","ACI32128.1","284","http://db.comparedatabase.org/allergens/view/ACI32128.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Der p II allergen [Dermatophagoides pteronyssinus]","IUIS Name not found","AAF86462.1","145","http://db.comparedatabase.org/allergens/view/AAF86462.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Der p 2 allergen [Dermatophagoides pteronyssinus]","IUIS Name not found","ABY53034.1","145","http://db.comparedatabase.org/allergens/view/ABY53034.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","group 2 allergen Der p 2 [Dermatophagoides pteronyssinus]","IUIS Name not found","ABG76196.1","130","http://db.comparedatabase.org/allergens/view/ABG76196.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Der p 1 allergen [Dermatophagoides pteronyssinus]","IUIS Name not found","ABV66255.1","223","http://db.comparedatabase.org/allergens/view/ABV66255.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Chain A, Tertiary Structure Of The Major House Dust Mite Allergen Der P 2, Nmr, 10 Structures","IUIS Name not found","1A9V_A","129","http://db.comparedatabase.org/allergens/view/1A9V_A","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Der p 7 allergen-like [Dermatophagoides pteronyssinus]","IUIS Name not found","CAC09234.1","215","http://db.comparedatabase.org/allergens/view/CAC09234.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Der p 2 allergen precursor [Dermatophagoides pteronyssinus]","IUIS Name not found","ABA39437.1","129","http://db.comparedatabase.org/allergens/view/ABA39437.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","tropomyosin [Dermatophagoides pteronyssinus]","IUIS Name not found","AAB69424.1","284","http://db.comparedatabase.org/allergens/view/AAB69424.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","group 15 allergen protein [Dermatophagoides pteronyssinus]","IUIS Name not found","AAY84564.2","558","http://db.comparedatabase.org/allergens/view/AAY84564.2","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","tropomyosin [Dermatophagoides pteronyssinus]","IUIS Name not found","ABB52642.1","281","http://db.comparedatabase.org/allergens/view/ABB52642.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","tropomyosin","Der p 10","CAA75141.1","284","http://db.comparedatabase.org/allergens/view/CAA75141.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Der p 3 allergen","IUIS Name not found","AAA19973.1","261","http://db.comparedatabase.org/allergens/view/AAA19973.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Chain B, Crystal Structure Of Mature And Fully Active Der P 1 Allergen","IUIS Name not found","2AS8_B","222","http://db.comparedatabase.org/allergens/view/2AS8_B","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","unknown","Der p 21","ABC73706.1","140","http://db.comparedatabase.org/allergens/view/ABC73706.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","paramyosin","Der p 11","AAO73464.1","875","http://db.comparedatabase.org/allergens/view/AAO73464.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","ferritin heavy chain-like protein [Dermatophagoides pteronyssinus]","IUIS Name not found","AAG02250.1","180","http://db.comparedatabase.org/allergens/view/AAG02250.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Der p 2 allergen precursor [Dermatophagoides pteronyssinus]","IUIS Name not found","CAK22338.1","146","http://db.comparedatabase.org/allergens/view/CAK22338.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","major allergen p Dp 15 [Dermatophagoides pteronyssinus]","IUIS Name not found","AAB32224.1","219","http://db.comparedatabase.org/allergens/view/AAB32224.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Der p V allergen [Dermatophagoides pteronyssinus]","IUIS Name not found","AAB32842.1","132","http://db.comparedatabase.org/allergens/view/AAB32842.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Der p 7 allergen polypeptide","IUIS Name not found","AAA80264.1","215","http://db.comparedatabase.org/allergens/view/AAA80264.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","apolipophorin","Der p 14","AAM21322.1","1662","http://db.comparedatabase.org/allergens/view/AAM21322.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Chain A, X-Ray Structure Of Der P 2, The Major House Dust Mite Allergen","IUIS Name not found","1KTJ_A","129","http://db.comparedatabase.org/allergens/view/1KTJ_A","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Cysteine protease-like [Dermatophagoides pteronyssinus]","IUIS Name not found","CAD38361.1","222","http://db.comparedatabase.org/allergens/view/CAD38361.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Cysteine protease-like [Dermatophagoides pteronyssinus]","IUIS Name not found","CAD38362.1","222","http://db.comparedatabase.org/allergens/view/CAD38362.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Dermatophagoides pteronyssinus","(Trouessart)","Terristorial","Animal","House dust mite","Cysteine protease-like [Dermatophagoides pteronyssinus]","IUIS Name not found","CAD38363.1","222","http://db.comparedatabase.org/allergens/view/CAD38363.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
